year,month,country,cpi,inflation_rate
2005,10,UK,220.01,0.3
1993,1,Vietnam,216.36,8.26
1992,12,Japan,181.37,-1.2
2005,4,Japan,248.93,4.33
2003,8,France,281.97,10.9
1993,3,USA,61.2,-0.87
1991,4,USA,279.06,9.67
1999,2,Japan,147.37,3.74
2000,9,Vietnam,93.89,0.43
2015,5,USA,65.87,4.17
2015,3,India,253.2,2.49
1993,11,France,269.76,0.91
2015,11,UK,288.66,10.65
2017,10,France,205.14,3.5
1991,12,Germany,65.29,1.88
1991,7,UK,150.88,4.84
2005,11,Vietnam,94.2,-1.67
2012,1,France,241.36,-0.47
2012,9,UK,271.62,0.84
2002,7,Japan,94.73,11.02
2010,1,Vietnam,57.12,10.52
2014,4,Germany,225.65,6.58
2002,7,USA,120.09,7.39
2004,4,Canada,182.04,-0.66
2017,7,USA,276.46,1.07
1992,3,Canada,185.14,9.66
2012,4,UK,54.58,11.59
1993,12,Japan,227.65,7.9
1992,3,Germany,291.9,5.27
1997,4,Japan,275.6,-1.13
2014,12,Germany,296.24,-1.77
2001,10,Vietnam,72.96,9.19
1994,3,Germany,286.9,1.19
2022,10,USA,273.35,2.19
2014,10,UK,107.0,1.37
2014,5,USA,71.82,-0.47
2024,4,Japan,284.9,9.71
2004,3,USA,112.82,5.45
2015,5,UK,206.47,0.83
1999,10,India,126.55,3.76
2013,9,USA,160.51,9.44
2024,11,Japan,202.12,1.22
2018,1,UK,85.79,-0.8
1994,4,France,114.44,10.96
2013,7,Japan,106.26,5.1
2008,4,Vietnam,277.19,8.28
1998,8,Germany,73.09,9.63
2015,7,UK,298.74,3.07
2014,5,Germany,193.62,2.12
2024,10,UK,228.86,8.72
2003,4,India,231.54,1.22
1995,8,France,278.92,8.78
2021,1,India,93.4,4.05
2015,2,UK,292.57,6.69
2004,5,Germany,139.68,1.16
2020,10,Vietnam,157.4,8.28
2008,7,Germany,106.03,8.43
2003,9,Japan,129.89,1.03
2000,3,UK,80.87,1.67
2016,5,Germany,198.1,2.37
1991,11,UK,292.9,4.03
2011,2,India,274.36,-0.18
1991,6,Germany,169.16,2.96
2009,6,Germany,158.71,5.46
2006,4,India,189.2,0.15
1993,2,France,197.14,7.85
2003,8,Vietnam,232.11,-0.6
1996,8,Japan,57.54,-0.29
2004,1,UK,97.57,-1.75
2019,2,UK,60.95,0.87
2005,4,UK,235.36,10.54
1991,12,Canada,153.81,-1.67
2008,12,UK,53.52,6.52
1990,1,Vietnam,262.53,10.44
2020,6,USA,103.16,8.12
1993,11,India,92.81,-0.05
2016,2,Canada,113.75,11.7
2014,3,France,185.98,4.92
2011,11,Canada,178.12,5.81
1999,9,Japan,203.36,6.21
2022,7,India,254.11,3.89
2019,4,France,85.6,5.82
2019,12,UK,180.01,8.99
2005,10,Canada,282.62,-0.04
1998,1,USA,86.9,9.53
2006,4,USA,244.22,1.63
2024,10,India,273.56,1.37
2004,6,France,61.88,11.97
2017,8,Germany,138.73,3.81
2009,11,Canada,63.02,5.11
2022,9,Vietnam,279.04,7.9
2022,4,Japan,133.94,0.87
2002,6,Canada,70.63,3.81
1993,2,France,71.26,-1.89
2012,2,USA,220.33,2.05
1997,6,Vietnam,298.63,4.53
2002,9,UK,199.31,3.16
2013,3,Canada,50.82,1.18
2019,4,Germany,124.06,0.28
2019,11,Canada,72.95,4.45
2014,9,Canada,113.77,4.05
2022,9,Japan,235.7,9.62
1998,11,France,149.85,5.01
2015,5,UK,111.43,4.66
2013,9,India,147.31,3.23
2022,5,Vietnam,141.19,-1.65
2014,5,USA,107.25,3.62
2004,7,India,78.41,0.92
1995,6,Germany,252.91,7.5
2009,10,USA,216.21,4.09
2005,11,France,117.75,9.74
2010,7,UK,66.5,8.89
2004,10,Germany,227.61,9.58
1993,2,Japan,102.51,1.44
2013,9,Vietnam,212.5,4.51
1992,6,UK,157.5,10.72
1990,9,Canada,126.81,0.98
2019,1,Japan,108.15,3.12
2002,2,USA,107.38,5.91
2007,7,Japan,75.53,6.22
2000,12,Vietnam,285.1,4.0
2018,2,USA,130.15,4.51
1993,6,Japan,292.61,3.48
2014,2,India,137.5,3.28
2017,10,Vietnam,298.16,10.17
1997,5,India,173.18,0.83
2010,6,Germany,62.76,5.28
2024,7,France,139.32,6.18
2007,1,Vietnam,259.98,2.04
2014,2,Vietnam,95.82,-1.46
1994,2,France,176.8,1.2
1997,1,Japan,263.42,6.05
2012,3,USA,270.12,1.33
1992,12,UK,124.42,10.54
2020,6,USA,50.91,0.96
2018,12,France,172.04,4.14
2009,11,India,247.64,-1.35
1992,9,France,105.18,10.23
2012,3,Vietnam,88.98,6.67
2010,12,UK,149.6,5.01
2002,3,Japan,123.23,1.53
1997,2,Vietnam,111.74,0.54
1994,2,Vietnam,261.95,6.32
2014,7,France,85.38,8.7
1994,4,India,68.06,4.23
1997,6,France,84.82,5.15
1993,8,Japan,173.57,-0.27
2011,5,India,283.49,0.92
2003,3,France,86.49,3.15
2008,2,Japan,277.19,8.8
2002,6,France,271.63,-1.11
2024,11,India,158.63,10.04
1993,12,France,285.62,3.6
2022,8,Germany,154.68,8.91
2011,11,USA,104.45,2.2
1990,10,USA,253.58,10.14
2000,4,Canada,182.98,2.93
2005,2,Japan,183.71,9.1
1993,3,France,198.35,-0.95
2018,3,Japan,54.96,1.82
2013,9,UK,72.97,11.88
1998,10,UK,54.94,-0.58
1997,4,USA,171.72,9.22
2003,6,France,150.49,4.42
2004,9,USA,291.12,7.09
2011,12,Germany,229.1,11.28
2004,10,Japan,235.22,0.15
1995,8,Japan,120.77,3.27
1990,12,USA,210.65,3.54
2009,9,Japan,82.51,11.87
1991,6,UK,169.69,0.79
1995,2,Japan,229.74,10.42
1991,5,UK,256.05,3.75
1992,10,France,249.08,11.64
1996,3,India,83.08,-1.72
2009,3,Japan,143.98,11.23
1994,10,India,134.37,2.1
2014,12,Canada,184.43,-0.9
2007,1,France,133.46,3.75
1990,11,Canada,167.28,7.68
2014,4,USA,127.29,3.14
2006,7,Japan,116.38,11.77
2004,3,Canada,91.07,6.28
1994,7,Vietnam,140.37,7.43
2006,6,Vietnam,112.96,2.3
2010,12,Germany,125.55,11.04
2012,1,Vietnam,134.81,3.18
1999,5,Vietnam,73.98,4.88
2006,11,France,86.09,9.32
1990,6,Vietnam,100.71,2.59
1996,11,Vietnam,192.17,0.29
2001,9,Germany,156.19,11.8
1990,10,Vietnam,54.37,1.6
2009,6,India,292.15,-1.3
2020,11,Canada,142.86,5.1
1993,8,France,163.8,-1.44
2015,2,Germany,106.36,-0.43
2001,1,UK,146.94,0.72
2011,1,USA,151.98,6.14
1990,7,Vietnam,149.25,0.48
1990,8,Vietnam,67.52,0.57
1992,8,Canada,267.27,3.69
2001,12,UK,56.37,7.03
2010,3,USA,215.72,2.37
2002,5,France,96.58,3.31
2002,7,Germany,290.25,9.33
2007,9,USA,119.41,7.54
2022,5,Vietnam,130.79,2.06
1995,4,UK,185.57,11.83
2014,4,France,194.44,0.61
2012,6,India,186.47,7.15
2013,9,India,91.17,9.84
2015,1,Japan,150.29,-0.05
1993,1,Vietnam,107.99,5.96
2024,1,UK,69.69,9.54
2000,4,UK,111.62,10.99
2014,4,Canada,205.02,3.69
2009,11,India,146.38,5.11
1990,8,France,275.87,9.87
2019,5,Germany,205.39,4.53
1993,10,India,142.2,6.14
2012,4,Japan,289.47,7.71
2024,8,Japan,268.33,9.44
2011,7,UK,158.19,-0.02
2020,6,UK,246.5,10.17
1990,2,Japan,217.61,4.0
1993,5,UK,169.74,1.84
2008,12,Vietnam,199.88,11.45
2019,2,USA,191.43,1.04
1990,6,France,107.91,7.31
2008,9,Japan,100.16,8.7
2010,9,Japan,212.0,1.83
2011,6,UK,139.52,3.41
1991,4,USA,61.79,4.39
1995,10,France,239.45,9.98
2010,12,Canada,120.1,3.2
2022,9,Vietnam,266.04,11.29
2008,5,Japan,65.31,1.38
2016,8,France,185.75,9.08
2018,12,Canada,97.42,1.95
2017,9,USA,156.65,4.45
2023,5,Japan,143.52,3.07
1990,6,USA,166.05,11.45
2014,4,India,198.81,1.02
2010,12,Japan,165.26,8.92
2023,1,Canada,213.43,1.39
2015,1,France,104.21,7.62
2024,5,USA,163.78,2.77
2012,3,India,65.6,6.05
2006,7,Canada,181.52,5.59
2001,4,UK,155.1,11.72
2009,4,Canada,212.72,0.93
2016,4,Germany,96.34,2.4
2009,6,USA,116.61,1.3
2000,9,Canada,221.42,5.57
2017,12,India,137.73,5.62
1991,12,France,274.08,8.69
2013,9,Vietnam,90.06,9.56
2005,11,Japan,225.99,8.12
2001,5,India,85.66,5.22
2005,11,Germany,138.71,8.72
1991,8,Germany,82.13,0.76
2014,4,France,168.76,-1.71
2018,12,Germany,222.19,5.63
2017,8,UK,105.17,2.24
1999,10,France,298.11,1.73
2012,9,Vietnam,123.83,6.07
2021,12,USA,210.61,0.26
2020,8,Canada,132.56,2.31
2008,8,Vietnam,122.6,-0.1
2004,9,Japan,113.32,0.81
2022,10,USA,163.6,10.99
2006,8,USA,280.38,11.15
2009,4,Canada,160.0,0.44
1998,5,Canada,234.15,3.27
1992,10,UK,153.93,10.51
1991,6,Canada,215.25,-1.38
2007,5,Japan,114.03,2.59
2012,9,Vietnam,276.01,6.64
2008,2,UK,293.01,5.58
1996,6,Japan,213.45,1.13
2024,10,France,77.06,4.75
2009,2,Vietnam,84.13,6.36
2009,11,India,209.12,2.56
2008,8,Vietnam,59.03,9.96
2005,8,Vietnam,84.2,10.13
2010,5,Japan,192.22,6.47
2018,12,UK,261.56,8.89
2013,10,India,114.2,8.82
2018,8,Japan,205.84,4.43
2020,5,Germany,130.19,10.6
2001,4,UK,169.95,10.56
2019,9,India,57.87,9.0
1993,8,Germany,260.4,1.76
2019,4,India,288.86,5.24
1994,2,Vietnam,130.61,4.31
2005,2,Japan,259.83,4.84
2016,2,Japan,76.76,4.91
1993,11,India,287.26,10.99
1997,12,India,297.51,5.77
1997,10,Japan,54.61,11.48
2006,12,Canada,85.25,11.38
1992,8,France,183.25,4.23
2016,6,Canada,190.39,3.39
2023,1,USA,196.76,9.33
2010,12,France,69.02,10.21
2013,10,France,260.92,10.3
2018,4,Vietnam,265.03,2.05
1995,3,India,248.5,0.34
2003,10,USA,230.97,10.98
2003,11,France,55.21,9.14
2013,7,Canada,257.66,1.49
2002,10,Japan,51.83,1.15
1990,5,Germany,92.88,2.27
2001,1,France,81.29,10.78
2013,12,Germany,229.23,4.5
2009,6,Canada,92.14,0.53
1995,4,Canada,204.06,11.57
2001,10,UK,84.25,11.42
2010,6,UK,221.32,-0.34
1992,7,France,274.82,5.83
2016,9,Japan,243.04,3.33
2006,1,India,123.21,1.83
2004,6,Germany,230.68,4.45
1993,11,France,298.66,1.92
2006,8,Canada,217.51,-0.79
2000,4,India,81.82,11.35
2001,10,Canada,190.44,9.73
2021,9,USA,153.41,6.81
2016,4,Japan,98.32,3.86
2016,4,Vietnam,95.65,-0.33
2018,12,UK,251.05,5.06
1998,9,Japan,89.31,5.87
1992,4,UK,287.76,3.68
2018,9,Japan,283.8,-1.45
2010,1,Japan,272.95,5.39
2024,8,France,95.92,8.21
1999,2,France,147.44,-1.52
2012,8,UK,171.38,-0.6
2014,5,USA,226.24,5.84
2013,1,Japan,119.16,6.14
2009,1,Germany,84.91,7.96
2004,6,Japan,206.36,2.81
2010,1,India,186.8,8.99
2001,2,France,177.41,8.41
2007,11,France,65.97,0.53
2012,3,Germany,188.81,10.5
2018,11,India,104.93,8.38
1994,11,UK,153.54,-0.63
2015,2,UK,137.53,6.91
2000,9,UK,191.88,11.89
2000,10,France,140.13,10.07
2007,12,Vietnam,178.29,2.57
2001,6,India,268.02,2.45
2005,9,UK,246.37,2.29
2016,5,Germany,272.31,-1.27
2006,4,France,244.85,6.01
2010,12,Canada,152.21,9.46
2020,2,UK,199.22,0.93
2024,4,Canada,211.74,-1.56
2016,8,Japan,201.33,1.56
2012,2,India,209.38,9.9
2021,12,India,208.63,1.67
2006,8,India,220.21,7.5
2000,2,India,222.04,-1.94
1990,1,France,197.09,0.85
2017,4,USA,114.56,9.57
2007,7,France,178.6,7.25
2009,2,UK,169.06,-1.8
1996,11,Japan,226.84,1.35
2005,3,Japan,267.58,3.04
2012,12,Vietnam,267.99,-0.09
2021,6,Canada,107.23,0.85
2006,2,India,168.56,0.31
2008,9,Japan,268.23,0.57
2023,6,UK,199.1,9.67
2003,6,Germany,226.13,9.55
1992,12,Japan,235.67,7.52
2014,8,Vietnam,68.89,4.81
2000,1,USA,151.98,2.28
2004,10,India,175.05,0.28
2008,3,Germany,296.5,4.43
2004,2,Vietnam,268.35,0.58
2004,1,Canada,292.05,6.03
2004,11,Germany,227.27,-1.17
1998,12,India,170.6,7.93
1994,11,India,296.1,-1.04
2008,6,Japan,204.3,-0.83
2013,4,Canada,186.45,11.4
2018,6,India,298.35,3.57
1994,8,France,187.85,8.42
2011,7,USA,99.37,-1.5
2002,12,UK,154.69,-1.35
2018,3,Germany,181.96,0.73
2005,3,India,259.55,1.0
2006,6,Japan,172.62,-1.42
2009,1,France,210.15,3.27
2003,3,France,284.24,2.15
1995,8,India,243.93,8.33
2011,3,USA,178.47,5.07
1998,1,India,149.41,6.58
2021,10,USA,209.28,0.46
2013,12,India,296.47,-0.48
2022,9,France,211.85,5.86
2002,2,Canada,100.5,4.68
2024,7,UK,99.18,6.61
1995,8,Japan,74.73,5.23
2019,3,Vietnam,93.89,5.66
2005,7,Canada,274.72,3.65
1990,10,USA,125.87,9.97
2007,4,India,66.0,2.72
2011,2,Germany,223.08,-1.89
2015,4,France,60.82,11.35
2003,8,USA,55.2,1.2
2003,2,UK,129.39,10.0
2015,6,UK,52.19,-1.19
2012,10,Germany,178.91,5.59
1991,3,India,224.86,7.42
1996,3,India,101.65,0.22
2011,6,India,198.06,10.96
2017,3,India,158.04,0.71
2009,2,Vietnam,265.06,6.89
2007,2,Vietnam,176.59,1.23
2013,3,India,139.28,1.56
2022,2,Canada,180.28,1.05
2015,6,Germany,110.42,0.21
2008,4,Vietnam,149.39,4.48
2002,1,Canada,181.9,1.71
1999,3,Vietnam,228.23,4.94
2003,10,UK,94.4,11.21
1998,11,France,241.42,3.68
2000,3,Germany,71.97,2.52
1992,4,Japan,55.39,0.96
2001,6,Japan,262.06,9.03
2024,1,USA,68.62,3.75
2021,2,India,265.81,5.01
2003,10,UK,291.27,8.17
1990,3,France,224.08,2.21
2016,5,USA,171.86,4.23
1990,11,Vietnam,185.17,9.52
2018,12,Japan,168.7,3.62
2013,7,France,141.74,-1.2
2006,1,USA,172.1,2.42
2024,12,Vietnam,116.54,-1.31
2020,2,Japan,97.57,8.22
2021,4,Japan,130.37,8.0
2008,10,Germany,50.76,5.24
2020,1,USA,158.95,5.1
2009,11,France,61.05,4.85
2017,1,Japan,86.38,5.34
1992,11,UK,148.52,3.47
2021,9,France,222.98,2.98
2011,6,Japan,186.4,0.71
2004,2,Canada,128.33,1.36
2008,10,Canada,68.3,5.78
2020,7,Canada,154.88,1.35
2015,10,Germany,276.76,3.43
1994,6,France,92.18,-1.68
2009,11,USA,265.53,1.7
1991,6,Japan,242.44,1.55
2010,8,India,190.32,0.37
2017,10,India,164.07,5.04
2009,3,France,214.26,-1.58
2000,10,France,238.62,1.61
1992,2,Japan,244.96,0.9
2009,9,USA,224.86,6.54
2021,5,Vietnam,141.66,6.21
2014,6,Germany,56.11,6.42
2010,11,UK,171.29,-0.6
2005,7,Vietnam,85.86,7.5
1990,2,USA,162.63,9.83
2012,11,Canada,164.7,6.04
2013,6,Germany,177.59,11.5
2014,12,Canada,284.84,2.33
1996,1,France,207.33,0.15
2024,9,Japan,59.85,3.22
2003,12,UK,233.51,5.67
1998,6,USA,222.32,0.12
1992,11,France,245.92,5.42
2009,7,Japan,144.04,9.69
2022,12,UK,277.92,-1.37
2021,5,Japan,219.98,4.2
2015,2,India,91.03,6.83
1994,4,Vietnam,223.64,6.31
2019,12,India,156.22,3.57
2006,5,Germany,149.93,0.68
1995,11,UK,68.66,4.63
2004,10,India,218.11,5.49
1990,2,Canada,136.18,6.59
2002,9,Japan,191.73,3.37
2023,2,Germany,272.92,3.11
2019,2,India,142.43,10.88
2008,2,France,100.91,1.09
1991,2,Canada,186.86,2.07
2001,5,Germany,298.77,7.23
2013,7,Vietnam,160.98,2.54
2000,1,France,168.22,6.18
1991,12,UK,54.62,8.39
1990,9,India,141.33,-1.06
2017,11,India,294.98,11.0
1993,6,USA,163.3,9.67
2019,12,Canada,68.08,8.4
1996,1,France,244.45,1.91
2011,1,USA,267.79,10.79
2015,9,UK,226.05,7.11
2018,9,Canada,123.59,0.2
2014,1,France,129.47,4.0
1999,1,UK,206.7,1.62
2009,5,Vietnam,228.48,5.15
2003,5,Vietnam,236.87,0.44
2022,7,France,269.05,9.68
1994,4,Canada,210.28,8.44
1995,10,USA,194.88,0.56
2011,1,India,164.21,-1.66
2006,6,Vietnam,270.74,4.43
2004,10,Germany,142.05,5.33
2017,3,Canada,123.2,10.74
1991,7,UK,259.97,2.29
2007,1,USA,147.87,11.54
2016,4,Germany,274.4,6.71
2010,10,USA,218.31,5.16
2012,12,Japan,283.43,2.88
1996,9,India,83.99,9.78
2008,10,Germany,94.75,7.11
1998,6,USA,287.19,9.62
2001,2,Germany,249.2,-0.12
2019,6,Vietnam,192.22,-1.51
1996,9,Japan,262.97,4.29
1991,11,Canada,227.01,1.6
2006,1,France,171.26,4.02
2000,12,Japan,226.76,3.9
2001,5,India,153.45,-0.44
1992,8,USA,288.53,9.79
2010,7,France,173.16,6.02
2003,10,USA,82.82,0.04
2004,2,Vietnam,141.43,1.3
1999,8,Vietnam,202.71,9.89
1999,9,USA,152.31,0.54
2006,10,France,289.08,7.02
2014,8,France,289.16,0.05
2016,12,UK,202.7,8.41
2022,6,Canada,52.63,-0.24
2000,9,France,157.91,2.55
2002,8,Canada,210.79,11.69
1990,4,India,275.51,0.68
2020,12,Japan,101.32,6.65
2022,6,Canada,71.39,2.81
2010,5,India,224.54,10.05
2005,10,France,112.44,3.79
2012,9,France,270.47,-0.98
1999,11,UK,266.39,-1.54
2022,4,USA,189.32,5.08
2011,1,Japan,171.67,4.28
1995,11,USA,60.98,11.87
1999,9,France,298.93,11.87
2005,11,UK,109.73,7.36
2002,9,UK,151.31,0.69
2009,7,Canada,204.33,9.62
1993,5,USA,152.44,6.01
2009,11,USA,254.42,0.12
2011,7,Germany,68.35,2.34
2018,9,Japan,239.89,4.86
2005,3,Japan,106.53,-0.95
2012,5,India,217.62,1.47
2019,3,Vietnam,246.19,-0.99
2019,8,India,254.6,0.02
1992,11,Vietnam,206.38,-0.62
2013,1,UK,236.4,0.21
2002,4,Vietnam,234.21,0.09
2021,7,Japan,53.94,4.32
2001,9,UK,200.29,10.4
1997,10,USA,127.06,6.56
2013,11,France,168.58,-0.48
2005,2,Japan,211.53,10.55
2021,9,France,280.64,-0.12
2023,6,Canada,216.64,11.51
2024,7,UK,152.21,-0.37
2021,4,Canada,147.36,11.71
2006,5,Germany,126.16,9.47
1991,1,France,205.85,11.35
2015,4,Vietnam,218.83,5.05
2006,8,France,281.36,9.02
1991,6,Vietnam,78.95,-1.54
1997,7,Germany,286.74,1.8
1995,1,Japan,177.92,6.85
1998,7,Japan,218.41,6.96
1990,6,Canada,220.38,0.73
1994,4,India,90.02,6.64
1998,2,Vietnam,222.82,0.91
2003,12,Japan,102.14,0.33
2016,2,India,135.43,-1.77
1998,7,Vietnam,268.11,11.82
2018,3,Germany,260.37,6.16
2009,2,Germany,223.45,11.98
2004,10,Germany,90.31,8.67
1992,3,France,101.21,9.21
2012,10,Canada,219.09,5.25
1998,2,USA,119.98,3.65
2019,11,Japan,122.91,11.02
2008,3,France,95.68,6.94
1992,5,Germany,149.7,7.96
1992,10,India,80.81,9.77
2023,10,Canada,225.25,0.98
1991,10,India,51.05,10.89
2016,5,UK,58.85,7.36
2012,7,UK,248.29,0.39
2021,10,USA,83.88,3.86
2024,11,India,256.43,-0.71
2007,3,Vietnam,54.55,4.91
2016,11,UK,89.69,3.91
2000,3,Japan,172.15,-0.67
2008,7,Japan,150.72,2.89
2014,6,Japan,169.46,8.33
1996,6,Canada,296.61,7.27
2020,4,France,203.55,6.05
1991,11,Japan,86.42,11.78
1994,4,UK,95.11,10.13
2003,2,France,245.24,11.44
2007,11,Canada,130.97,7.14
1993,6,USA,204.43,7.71
2013,10,UK,152.23,6.75
2002,11,Japan,71.38,1.12
2010,3,Germany,299.06,8.77
2022,6,Vietnam,153.5,0.2
2009,12,Vietnam,84.42,11.59
1994,3,Japan,256.75,3.57
2013,3,USA,168.4,1.36
2024,1,India,80.91,1.33
2019,5,India,194.48,8.04
2017,2,Japan,236.01,-1.44
1996,10,USA,132.4,2.59
2024,12,UK,175.62,3.87
2019,2,France,270.4,0.15
2023,9,Canada,143.81,4.85
1998,2,USA,282.43,10.67
2001,11,Vietnam,115.34,-1.26
2018,2,Japan,170.84,4.6
1999,6,UK,241.95,4.92
2016,10,India,128.17,3.13
2008,11,France,135.55,8.89
2002,1,Japan,214.58,-1.08
2021,8,India,172.68,-1.92
2004,1,Japan,129.47,7.05
2010,9,UK,169.29,8.17
1992,4,USA,118.55,3.62
1997,12,Vietnam,138.74,9.04
1995,3,Vietnam,255.31,11.28
2018,7,India,185.57,3.24
2008,8,France,157.98,0.56
2006,12,UK,125.9,-1.53
1999,5,India,238.17,3.85
2022,3,Canada,262.68,10.24
2002,4,Germany,115.25,8.02
2016,10,UK,299.3,10.03
2001,6,UK,207.31,-1.38
1991,12,USA,270.34,9.0
1999,5,USA,168.55,9.56
2010,4,Japan,227.7,1.36
2012,3,USA,296.55,8.77
1990,6,France,286.05,10.96
2022,7,Vietnam,104.69,1.75
2015,2,Japan,234.52,0.85
2004,6,Vietnam,112.5,7.31
2011,3,USA,292.81,10.26
2014,10,USA,247.73,5.44
1990,8,Vietnam,253.77,3.74
2015,2,Japan,284.18,2.9
2010,5,Germany,233.18,5.18
2013,8,UK,128.57,11.15
2005,9,Canada,215.3,1.82
2021,7,Vietnam,184.09,2.64
2005,9,France,232.67,2.56
2002,9,Japan,115.78,11.0
2021,8,Germany,187.49,7.67
2013,7,Vietnam,119.49,-0.97
2002,6,USA,231.42,4.36
2000,12,Canada,250.2,4.12
2004,11,Japan,94.53,5.25
1999,3,Germany,289.98,2.04
1992,8,Germany,186.83,11.95
2005,3,Vietnam,270.53,2.83
2006,11,Vietnam,113.56,2.23
2014,9,France,98.45,4.87
2019,9,UK,287.3,7.62
2024,10,Canada,298.34,1.35
2002,10,USA,100.03,7.5
2013,9,Vietnam,190.56,1.83
2015,4,Canada,228.89,7.25
1998,9,India,136.17,3.22
2008,12,Vietnam,152.35,6.27
2017,2,Germany,175.0,2.41
1996,1,Japan,66.32,0.97
2011,8,France,195.91,3.13
2019,6,Canada,146.17,8.41
2005,11,Vietnam,232.14,8.88
1994,10,Canada,108.71,7.3
2018,9,USA,245.59,5.13
2012,9,India,70.52,10.46
1995,3,India,126.05,3.22
2022,2,India,188.52,-0.45
2005,7,Vietnam,86.94,0.77
2023,5,Germany,104.96,10.56
2015,10,UK,89.88,10.64
2002,6,Canada,266.83,2.04
2006,5,Canada,155.81,7.5
2021,4,India,229.27,6.26
2021,1,India,197.19,0.89
2017,4,France,203.44,-1.92
2018,10,Canada,284.06,8.34
2014,3,France,134.28,8.81
2011,3,Vietnam,117.14,0.21
2016,5,Japan,158.82,0.76
2009,1,India,161.27,-1.72
2013,11,USA,275.37,1.84
1997,6,UK,264.99,11.41
2003,2,Canada,154.49,6.1
2003,1,UK,245.38,0.68
1994,11,India,172.32,10.15
2010,8,Germany,264.33,6.62
2004,10,Germany,88.82,6.0
2022,3,Canada,290.56,7.73
2006,6,India,113.15,-1.85
2009,2,India,124.45,6.6
1990,5,Vietnam,50.33,1.88
2005,9,Germany,131.58,3.61
2007,7,France,244.37,3.41
1999,4,India,198.58,6.58
2012,3,France,285.54,4.94
2007,9,Japan,257.89,3.88
1998,4,Japan,81.24,4.82
2019,5,India,265.36,5.08
2002,6,Germany,174.48,6.43
2020,10,France,178.88,11.15
2002,5,Japan,279.83,4.32
2021,9,Vietnam,54.24,6.39
2006,1,Vietnam,127.08,3.35
1992,11,France,51.44,2.82
1990,6,Germany,89.19,-1.17
1994,4,Vietnam,269.97,10.48
2021,4,Canada,157.11,9.67
2014,3,France,264.83,-1.45
1994,5,India,62.62,8.57
2012,8,India,104.27,11.23
2001,4,India,254.78,1.59
2023,7,Japan,265.3,-1.14
2012,8,UK,187.88,11.95
2005,5,UK,64.89,1.38
1994,10,Vietnam,202.04,6.78
2017,1,UK,264.3,0.96
1995,8,Japan,145.25,4.04
2002,10,Germany,83.35,11.77
2019,3,Vietnam,161.83,0.35
2015,4,UK,199.34,5.53
2006,10,UK,255.99,1.58
1998,7,Vietnam,273.64,9.13
2005,9,Vietnam,204.93,7.56
2007,4,Canada,62.75,2.53
2002,4,USA,269.66,5.37
2018,6,Vietnam,202.71,7.5
2013,9,India,143.47,4.49
2002,4,UK,95.17,-0.81
2014,10,UK,150.97,2.8
1990,8,Germany,176.61,0.64
1998,3,India,215.07,3.01
1993,2,France,133.25,2.61
2017,4,Canada,214.85,11.33
2001,4,Japan,152.93,6.32
2013,7,Japan,183.77,7.42
1998,7,USA,263.12,3.49
2024,9,Germany,176.02,3.03
2024,10,Germany,291.17,8.89
2022,2,India,179.26,6.59
2024,4,France,291.93,9.82
2009,3,Germany,114.81,7.63
1991,12,France,201.0,7.24
2015,3,Canada,60.57,4.97
2002,7,Vietnam,145.89,7.55
2019,12,France,135.99,6.07
2021,10,USA,253.24,4.29
2008,6,France,299.11,4.9
2011,3,France,250.15,9.24
1990,8,Canada,79.18,10.26
2000,8,France,192.04,6.55
2015,7,India,146.27,11.08
2008,9,Germany,55.19,3.77
2008,3,Germany,191.62,11.48
2001,5,Vietnam,175.54,11.32
1992,6,France,257.13,8.72
2007,9,UK,129.03,1.93
1994,4,Vietnam,283.74,6.51
2013,5,UK,63.31,10.25
2003,9,Canada,60.36,10.19
1992,12,USA,143.41,-1.6
1995,11,UK,113.79,1.16
2001,4,Germany,234.18,6.32
2000,2,UK,278.42,5.06
2015,9,Germany,183.53,-0.09
1990,11,France,83.49,9.58
2005,12,India,185.98,6.86
1998,3,Canada,173.83,6.24
1994,11,UK,89.3,5.41
1997,6,France,55.7,10.99
2010,9,USA,140.89,9.3
2022,3,Japan,297.49,11.99
2009,8,Canada,274.49,3.04
2011,9,Canada,291.2,9.3
2002,3,Germany,102.0,5.26
2000,3,USA,266.83,6.61
2007,4,Germany,173.33,7.53
2019,1,France,276.7,4.9
2022,2,Germany,107.31,-0.67
1992,1,India,157.12,2.5
1990,3,Germany,115.16,2.03
1995,6,Japan,64.71,7.18
2018,8,Japan,160.71,0.83
2000,5,Vietnam,60.53,10.57
2002,8,Japan,227.85,0.25
2000,6,USA,169.53,0.0
2014,1,Canada,236.29,-0.82
2004,3,France,213.32,0.49
2002,2,Canada,207.03,2.31
2022,6,India,289.15,5.0
2002,8,Canada,94.53,9.46
2013,6,Canada,262.69,-0.5
2009,4,USA,238.17,5.67
2006,4,France,170.98,2.26
2013,9,USA,103.49,-0.97
2015,1,Japan,110.89,3.86
2021,2,USA,77.43,1.49
2018,4,Germany,168.83,6.82
2003,3,Canada,234.85,-1.81
2011,9,UK,275.72,10.18
2023,5,Germany,210.03,1.58
2016,8,France,238.33,9.64
2017,4,Canada,294.19,10.43
2011,11,USA,292.02,7.87
1992,4,India,299.34,6.8
2011,10,Canada,164.01,0.78
2010,11,Germany,110.43,11.97
2005,3,France,257.3,9.99
1998,9,USA,72.88,7.96
2002,10,India,97.58,5.21
1999,2,Japan,152.24,10.07
