year,month,country,energy_source,consumption_TWh,co2_emission_mt
2010,6,USA,gas,4740.49,1032.08
2017,8,France,nuclear,575.86,741.14
2002,3,UK,oil,1325.83,1452.42
2023,3,UK,nuclear,1288.62,1434.73
1995,6,China,hydro,4717.34,1091.79
1993,4,Japan,solar,762.49,1654.58
1994,7,Japan,wind,4941.83,69.73
1995,11,USA,gas,4536.92,1387.5
2010,7,India,coal,4272.25,527.33
2017,9,UK,hydro,2976.51,132.88
1992,2,China,nuclear,4908.19,1376.15
2012,11,UK,wind,1458.11,1314.74
1997,2,Brazil,hydro,1708.79,840.82
2008,6,France,wind,3564.24,1815.41
2000,9,UK,nuclear,3396.74,913.5
1999,7,UK,hydro,4179.14,1298.17
2017,6,France,oil,3729.7,663.35
2009,5,France,oil,3347.71,1977.07
2017,8,UK,gas,4029.18,270.58
2018,12,USA,gas,4933.47,956.84
1997,2,India,oil,3059.15,1399.01
2008,12,USA,hydro,2600.67,1515.73
2010,3,China,solar,761.8,746.39
2007,12,Japan,gas,1982.47,1687.38
1998,6,Japan,gas,2764.73,1431.89
1993,1,China,oil,240.95,1542.36
2014,12,China,wind,4831.24,978.5
2023,8,India,hydro,425.56,1094.32
1998,11,USA,gas,4987.77,65.97
1998,11,China,oil,1234.36,1013.58
2007,9,USA,hydro,3614.82,33.2
2000,2,India,coal,2415.18,1788.81
2002,9,India,coal,281.0,1566.2
1998,5,China,coal,1104.55,1167.97
2005,8,USA,nuclear,4815.91,481.11
1993,1,Germany,solar,2614.7,743.51
2023,1,France,wind,4111.43,564.1
1996,12,France,oil,4519.93,1204.83
2004,12,India,wind,109.34,260.19
2000,4,Brazil,oil,3610.49,1289.23
2021,1,China,hydro,2108.51,1183.95
2016,12,Japan,solar,544.63,1801.36
2019,1,India,nuclear,2279.35,902.41
2006,12,USA,coal,4724.95,299.74
2008,5,Japan,gas,2367.11,690.11
1996,2,Japan,nuclear,1168.52,933.11
2010,4,Germany,oil,2395.07,908.96
2017,8,France,coal,2307.02,772.21
1992,11,France,hydro,1493.9,1916.52
2003,6,Japan,gas,2527.04,1080.52
1991,2,Germany,hydro,2754.54,577.16
2018,3,Germany,solar,1313.87,1702.17
2007,2,France,coal,4962.99,1904.57
2013,4,Germany,nuclear,1844.98,1216.82
2001,5,UK,coal,3562.27,1965.97
2021,12,USA,wind,4615.59,1878.42
2007,9,Germany,oil,806.81,629.72
2002,7,France,solar,780.63,1697.07
1993,8,Brazil,nuclear,1989.02,993.96
2012,7,Japan,oil,4103.39,1773.43
1999,11,USA,wind,3195.89,1590.52
1994,10,Japan,gas,2265.94,917.18
2003,8,UK,nuclear,2180.94,175.44
2023,11,China,solar,2954.79,1280.53
2017,5,UK,gas,1303.38,6.96
1997,3,France,hydro,4138.09,1315.3
2005,12,Japan,nuclear,1588.41,686.97
2020,7,India,coal,2943.46,834.15
1996,1,Japan,nuclear,214.61,1664.39
1992,3,USA,hydro,1890.3,1961.48
2018,7,Japan,gas,3425.85,304.99
1993,4,China,solar,518.62,660.38
1998,7,Germany,oil,3862.02,1197.46
2006,10,Brazil,wind,1248.82,1931.02
2009,10,Japan,solar,4502.23,416.98
2003,6,Japan,solar,1961.61,850.86
2018,4,China,coal,3856.44,1383.33
2002,7,UK,solar,2989.85,104.63
2006,8,Brazil,solar,2094.18,236.17
1993,8,France,gas,2134.33,1356.36
2009,7,Japan,solar,178.51,747.26
2000,2,Germany,coal,3485.72,238.63
2011,8,UK,coal,4185.32,921.91
1997,5,Brazil,solar,1069.59,348.12
2017,9,Japan,coal,4098.85,1881.95
2019,6,India,gas,3734.06,718.46
2022,4,Brazil,solar,4408.01,1334.31
2022,9,Germany,gas,4555.4,1427.58
2016,1,Brazil,solar,1272.92,1347.78
2009,4,USA,coal,726.54,1408.04
2022,11,Germany,gas,4408.69,1357.54
2014,5,China,wind,3960.39,990.28
2008,4,China,hydro,137.24,1739.36
2010,9,France,nuclear,3685.73,265.32
2022,1,Brazil,coal,1686.32,1498.12
1992,3,Brazil,nuclear,2146.34,694.33
2003,9,Germany,wind,3021.62,1509.97
2004,12,Brazil,coal,4776.89,1455.2
2022,7,China,wind,534.06,142.11
2011,5,UK,hydro,66.63,1738.91
1990,11,USA,solar,3274.66,1463.75
2020,6,India,wind,24.85,791.16
2024,4,Brazil,oil,4968.45,799.98
2009,5,UK,gas,352.49,246.09
2021,8,India,oil,2369.82,1923.39
2001,5,USA,hydro,2394.2,30.88
2005,10,Brazil,wind,1297.78,1316.44
1997,2,Brazil,coal,307.27,1247.11
2003,8,Germany,oil,3745.4,1386.22
2007,12,China,wind,4381.82,807.97
2019,3,Germany,gas,1588.18,1061.0
2022,5,Germany,solar,4209.19,595.42
2023,12,Japan,wind,4556.72,954.31
2023,11,Brazil,nuclear,4893.92,1279.99
1996,6,Japan,nuclear,3498.28,750.19
1995,1,USA,wind,2164.83,1086.17
1995,3,UK,nuclear,4229.4,1674.37
2011,1,USA,solar,2282.43,741.11
1997,7,France,gas,3911.84,530.61
2004,2,Japan,wind,4562.46,1353.61
2015,10,France,nuclear,3210.87,1473.96
1992,7,Germany,nuclear,3604.8,1052.03
1999,12,India,hydro,3751.93,592.43
1992,3,USA,wind,4087.74,1747.95
2019,3,UK,solar,1717.96,1537.56
2011,1,USA,oil,4529.12,1618.08
1992,7,China,hydro,4465.48,1088.71
1990,12,France,hydro,3807.45,1897.78
2022,8,UK,gas,57.1,267.8
2008,11,China,hydro,3028.17,1478.55
2023,4,India,coal,4244.15,1292.56
2020,9,Germany,coal,4186.62,1342.2
2013,4,China,wind,4291.74,265.24
2001,10,China,solar,4527.67,79.2
2002,5,Japan,solar,4530.33,765.77
2005,11,Germany,coal,4351.53,1207.33
2005,6,Brazil,nuclear,581.45,1032.46
2009,9,India,hydro,1537.98,408.41
2016,9,Japan,solar,153.6,994.07
2002,8,France,hydro,1881.04,1309.84
1993,10,Germany,nuclear,3892.03,1839.6
2021,12,China,solar,1208.96,1867.86
2023,2,USA,hydro,1185.71,721.03
2006,12,China,nuclear,241.32,1209.54
2013,10,Germany,wind,2949.17,1932.1
2018,10,Brazil,wind,3511.23,18.83
2017,1,UK,gas,249.15,981.51
2011,12,Brazil,oil,1975.31,1069.76
2017,2,UK,wind,3057.51,1186.65
2014,6,Germany,gas,4514.04,820.22
1992,11,UK,wind,748.71,731.55
2002,7,Germany,nuclear,3539.9,943.91
2020,6,USA,coal,1299.48,1545.66
2002,1,Germany,coal,2822.87,268.32
2007,1,France,coal,3366.12,718.37
2023,1,USA,hydro,41.89,657.36
2006,1,Brazil,hydro,794.94,822.24
2010,10,Brazil,coal,3499.94,1311.37
2008,10,UK,coal,985.52,135.62
2001,1,India,gas,4066.01,897.28
2017,2,UK,wind,3574.46,1728.11
2000,2,Germany,nuclear,4228.79,1008.53
2017,4,UK,hydro,3583.94,1923.33
2024,3,India,oil,3428.69,946.48
2004,4,Brazil,nuclear,4195.08,805.22
2005,5,UK,coal,2103.18,582.32
1996,4,India,wind,4459.83,1299.47
1992,3,France,gas,4931.96,91.35
2020,3,Brazil,oil,3800.77,1815.45
2001,4,China,wind,1231.92,1249.25
1997,6,France,nuclear,2141.75,605.29
2014,7,Germany,oil,2073.92,1643.74
2024,4,Germany,wind,2629.03,1602.6
2001,8,India,solar,3413.68,1045.92
2010,6,USA,wind,59.91,133.04
2015,5,India,coal,1062.68,1150.29
1991,8,Brazil,nuclear,3184.24,734.82
2003,6,China,solar,1721.17,1101.97
1993,1,Germany,wind,1143.21,735.73
2006,11,Germany,hydro,3559.67,893.84
1994,1,UK,wind,4150.93,561.01
2013,10,Brazil,gas,4559.19,1083.81
1996,10,France,hydro,4453.89,1100.04
2012,6,France,oil,3544.3,1337.84
2006,8,India,nuclear,4739.27,169.93
2001,9,China,nuclear,4584.26,722.96
2000,4,UK,hydro,1018.13,1860.67
2000,11,USA,coal,1060.12,1856.55
2023,7,UK,gas,2284.01,1996.11
2018,9,France,nuclear,1668.15,1602.24
2016,12,China,oil,4838.67,710.77
2011,8,France,wind,3657.32,146.29
1991,12,India,coal,1924.9,1354.52
2019,8,USA,wind,1102.66,1490.58
1996,1,Japan,nuclear,3885.68,852.69
2001,10,Germany,wind,3332.03,810.24
1992,6,UK,gas,3198.29,1501.75
2006,11,China,nuclear,4416.87,385.48
2021,9,Brazil,hydro,1295.3,1455.85
1997,8,France,hydro,744.64,1230.24
2012,2,India,wind,4370.73,1895.18
2019,5,UK,solar,156.24,309.64
2004,11,Japan,oil,4948.99,1819.16
1999,4,China,hydro,1265.86,600.8
2004,8,Japan,hydro,2651.97,745.1
2019,9,France,hydro,4533.37,1165.15
2015,12,Brazil,solar,1976.75,1843.97
2003,3,USA,oil,1416.92,1985.56
1992,9,UK,oil,114.3,718.56
2015,1,France,coal,4492.6,1902.17
2003,7,UK,nuclear,2806.58,717.17
2020,8,Brazil,oil,652.59,1176.28
2003,6,India,coal,4012.57,1352.59
1999,4,China,wind,1552.65,662.27
1998,4,China,gas,41.46,725.84
2007,7,Germany,nuclear,2115.33,803.31
2001,10,France,gas,3880.67,1526.61
1992,6,Germany,gas,4036.78,1960.29
2007,4,China,oil,2388.53,473.95
1996,5,France,oil,4677.35,232.28
2020,10,Japan,coal,4988.69,1059.46
1990,4,UK,oil,453.06,829.81
2020,1,France,coal,205.19,404.77
2002,4,USA,oil,2663.18,1356.34
2018,6,Germany,gas,2957.52,1243.41
1992,11,Germany,solar,203.36,1900.13
2018,2,France,nuclear,1855.17,602.93
2024,7,USA,nuclear,3442.3,1689.42
2004,9,Brazil,oil,1769.58,1081.18
2010,12,India,hydro,1766.47,348.73
2008,11,UK,hydro,4085.91,1611.51
2017,10,Brazil,gas,190.46,1694.62
1993,2,France,oil,4290.45,483.81
2002,7,Japan,solar,215.99,1931.33
2004,2,Germany,solar,68.3,499.74
2021,9,France,wind,2068.88,29.3
1992,12,India,gas,31.93,1763.09
2019,1,France,nuclear,764.03,709.14
2009,4,China,gas,1742.77,1923.66
1991,12,Germany,wind,1745.99,918.12
2014,2,Brazil,nuclear,635.01,206.65
2000,1,Brazil,oil,3765.09,166.32
1990,2,USA,gas,2552.57,692.95
1999,10,China,gas,3629.47,920.31
2006,6,China,hydro,2079.02,552.16
2019,5,UK,hydro,261.27,1722.02
2024,12,France,gas,4595.87,249.56
2008,1,India,gas,678.29,1126.61
2023,3,UK,hydro,718.7,1321.62
2021,12,China,coal,1468.96,1071.28
2001,10,UK,nuclear,2664.11,1287.01
2006,6,France,oil,1559.56,274.9
1995,5,USA,hydro,3189.94,1510.13
2002,6,Germany,oil,2738.38,1494.51
2011,8,USA,gas,3264.61,1514.69
2000,6,France,oil,470.89,613.49
1996,11,China,gas,4673.22,1911.14
2010,5,Brazil,gas,1902.76,610.14
1990,11,UK,gas,3581.43,425.2
2019,4,Brazil,coal,220.99,1314.52
2008,5,India,hydro,4141.97,180.09
2018,11,India,nuclear,2936.06,1892.08
2024,9,China,oil,172.09,1997.52
2009,10,France,nuclear,222.37,1947.66
1990,11,Japan,wind,1631.28,1719.37
2012,6,Germany,solar,1203.59,428.91
2020,5,France,hydro,4883.97,1995.53
2024,11,UK,hydro,2798.95,258.44
2011,11,USA,solar,1676.12,281.82
1996,8,USA,wind,3784.8,1096.5
2022,5,India,oil,2785.32,1783.53
1996,5,USA,coal,2019.26,984.58
2016,8,Germany,nuclear,511.77,1170.07
1991,9,China,coal,372.78,1241.58
2006,8,UK,gas,529.94,1861.49
1990,9,USA,wind,1476.77,913.78
2019,9,France,gas,4690.84,1054.85
2011,8,China,gas,1626.71,1547.95
2017,7,Japan,hydro,405.57,196.61
2022,7,Brazil,coal,3642.11,1216.7
2015,12,UK,wind,3996.23,227.96
2024,1,Brazil,hydro,1519.85,344.86
2000,7,China,coal,3796.89,842.76
1996,10,USA,wind,580.86,1752.03
2017,6,China,oil,3248.03,625.9
2014,12,Brazil,solar,3232.75,457.5
2020,1,Germany,hydro,2940.93,1782.23
1992,10,India,wind,761.74,434.79
2022,10,Brazil,gas,2567.01,85.56
2023,8,UK,wind,1302.78,456.12
2010,9,UK,gas,1839.85,1295.91
2008,11,Germany,hydro,4328.81,740.6
2010,11,China,solar,1214.3,734.65
2003,2,UK,nuclear,1243.4,1278.49
1999,4,India,wind,2186.95,1608.81
1996,11,USA,oil,1242.35,888.2
2018,7,France,gas,3143.99,80.66
1997,12,UK,wind,2461.79,1406.97
2002,11,Germany,oil,3882.77,1539.46
2008,1,Brazil,solar,4158.56,177.57
2000,8,Japan,nuclear,2687.04,415.94
1991,12,Germany,hydro,2064.07,650.19
1995,9,India,wind,3032.42,1041.91
2018,8,Germany,oil,2586.3,33.86
1994,2,China,coal,1853.81,8.0
2019,8,UK,wind,2166.85,294.23
2016,8,UK,coal,4223.72,1510.16
2007,2,UK,nuclear,3210.62,1341.04
2005,11,China,wind,3201.7,712.29
1994,9,Brazil,solar,3586.38,1661.3
1998,1,China,coal,4974.18,151.45
2023,7,Brazil,gas,2586.75,955.76
2023,2,UK,coal,3058.71,757.81
2020,8,UK,gas,2363.97,822.58
2009,8,Germany,gas,1724.69,1535.74
2006,4,France,gas,3429.25,1158.97
2009,8,USA,gas,3459.2,202.48
2017,5,France,coal,2910.94,71.15
2010,9,China,nuclear,387.96,674.15
2008,1,Germany,gas,77.33,1737.39
1992,5,UK,nuclear,4047.79,94.93
2019,9,Japan,nuclear,551.54,1629.13
1994,6,UK,hydro,1922.08,1073.85
1995,4,France,nuclear,1140.47,389.63
1992,1,France,solar,4048.75,328.94
2013,10,UK,oil,768.41,820.05
1990,12,Brazil,gas,2117.67,1055.31
2004,6,France,nuclear,4634.53,1099.79
2007,11,USA,hydro,4713.64,356.19
2012,7,China,wind,2818.59,508.87
2018,7,Japan,hydro,3572.54,792.37
2011,9,France,wind,249.59,22.03
2013,4,Japan,wind,705.84,148.32
2002,4,France,wind,714.55,1391.1
2022,5,Brazil,oil,4123.6,152.88
2011,12,UK,hydro,4035.53,840.59
2024,9,Germany,gas,2160.53,1526.74
2006,2,India,hydro,2782.34,1531.09
2011,4,India,oil,1892.93,644.75
1994,9,USA,gas,2580.92,1002.45
2014,6,Japan,coal,147.82,563.56
1995,6,China,gas,2872.8,618.01
2006,7,China,nuclear,2796.81,721.33
2020,5,France,coal,1872.43,711.84
2006,4,USA,wind,4022.24,218.66
2022,11,Japan,solar,3064.68,1744.12
1993,3,India,nuclear,2332.32,896.98
2003,2,India,nuclear,1815.67,1314.56
2002,7,France,nuclear,1395.95,1041.25
2016,5,UK,oil,4001.35,210.87
2013,1,Germany,oil,2926.45,689.96
2016,4,UK,gas,862.13,945.71
1997,9,France,oil,1044.62,79.88
2010,8,Brazil,solar,3072.39,1692.24
2000,11,Japan,hydro,594.98,55.27
2020,7,France,hydro,3290.97,739.94
2016,5,China,solar,4998.81,602.49
2016,1,France,nuclear,4963.38,1789.76
1997,12,UK,solar,4764.51,1554.67
2022,5,China,gas,873.81,1255.03
2001,8,UK,solar,2024.56,553.85
2024,4,Germany,solar,3208.24,323.71
2023,12,UK,hydro,3223.21,1866.51
2005,5,UK,coal,1484.71,1457.36
1991,8,UK,oil,25.99,1951.45
2001,5,China,nuclear,1604.3,101.54
2016,4,UK,oil,3650.63,234.62
2006,11,Japan,gas,2134.98,53.15
2009,4,France,nuclear,3938.77,817.78
2010,6,India,nuclear,4978.98,1477.39
2019,10,Brazil,oil,2572.93,323.81
2009,1,India,nuclear,2743.55,1361.05
1997,4,France,nuclear,4626.15,1150.68
2007,1,Germany,coal,4371.38,1300.25
2007,12,France,nuclear,485.57,1984.0
2007,6,Brazil,oil,1064.09,398.6
1991,8,USA,wind,442.59,665.96
2001,4,France,hydro,363.17,1972.23
2021,8,UK,wind,3057.13,1334.48
1997,2,UK,solar,302.62,278.97
1999,5,China,nuclear,2681.44,1521.4
2000,3,USA,gas,3724.66,277.13
2003,7,Brazil,nuclear,2306.02,1460.06
2015,9,Japan,nuclear,4124.0,1070.83
2019,1,USA,nuclear,4415.14,576.83
1993,8,France,coal,134.43,1478.36
2000,4,UK,gas,571.48,608.53
2013,10,UK,solar,4555.6,1146.3
2011,11,UK,oil,3280.42,1902.74
1992,5,USA,solar,3802.8,1713.49
1991,12,India,wind,2696.41,1002.07
2001,1,Japan,nuclear,2534.83,1318.4
2010,5,Brazil,solar,1798.71,615.22
1994,9,Brazil,oil,4301.5,803.24
1996,8,China,coal,3907.35,27.48
1993,8,India,nuclear,865.15,68.0
2011,6,Japan,coal,928.94,499.66
2018,12,France,coal,1186.51,426.54
1998,9,Japan,wind,4993.38,429.26
2015,4,UK,solar,2728.25,1441.34
2001,6,Brazil,solar,2551.52,1977.69
1990,3,USA,solar,4036.33,156.85
1997,2,India,hydro,1802.17,304.17
2022,9,USA,hydro,2195.45,1693.13
1993,5,UK,hydro,2377.4,913.78
2003,11,France,gas,3129.87,1960.56
2018,2,India,coal,607.88,1026.72
2003,5,France,oil,1128.63,255.72
1998,6,USA,hydro,3467.04,1011.17
1998,8,Brazil,wind,287.11,305.66
2015,5,Germany,gas,2590.21,278.48
2006,12,France,nuclear,3909.09,546.41
1993,2,India,hydro,392.94,1935.73
1992,7,China,nuclear,4722.07,390.78
2018,5,USA,nuclear,1299.69,1404.58
2014,11,France,solar,1765.47,1577.81
2010,2,Japan,nuclear,1789.49,1556.71
2001,12,UK,hydro,1402.89,1502.1
1990,6,UK,coal,3085.12,935.25
1990,11,India,gas,3650.44,799.48
1996,7,Japan,gas,3303.5,1870.04
1999,8,UK,coal,2924.64,1163.02
2004,3,Japan,hydro,1666.88,1304.0
2000,11,Germany,coal,805.5,563.05
2012,4,Brazil,solar,1245.5,623.68
2002,12,China,nuclear,797.14,154.81
2016,6,India,wind,728.23,1630.45
2006,3,India,solar,784.88,1744.71
2002,11,Brazil,nuclear,2431.62,424.44
2001,6,UK,wind,3785.19,1533.15
2018,9,Japan,wind,3146.01,1151.88
2010,12,USA,hydro,4969.24,1160.0
2009,5,UK,wind,2322.29,74.88
2009,2,USA,gas,827.09,1007.53
2020,10,UK,coal,710.19,1570.79
1997,2,France,wind,114.25,588.7
2013,11,USA,coal,3035.84,2.0
2000,7,Japan,wind,160.95,782.71
2022,4,France,coal,4559.37,1456.25
2004,9,France,gas,3925.29,1586.52
1993,9,USA,coal,4622.19,499.18
1990,6,Germany,coal,2630.63,685.04
2021,10,France,hydro,3292.7,108.52
2000,5,Japan,gas,533.4,294.93
2019,7,Germany,coal,204.6,702.45
2008,5,Germany,wind,4652.38,472.33
2023,9,UK,oil,619.57,261.84
1996,9,Brazil,hydro,666.05,275.93
2009,7,Japan,coal,3467.17,734.52
2001,4,China,solar,2274.87,709.48
2021,1,Germany,hydro,4093.42,549.63
1991,4,India,wind,1800.69,617.53
2011,12,China,nuclear,1015.65,1973.87
2013,3,India,coal,2758.47,551.21
2020,1,Brazil,coal,3670.59,244.1
1993,10,Brazil,coal,904.75,414.13
2013,4,Germany,gas,4612.11,1773.82
2006,7,India,hydro,972.36,1358.37
2008,2,France,wind,4774.91,452.17
2023,12,UK,solar,729.86,515.4
2022,12,India,coal,647.1,27.47
1995,7,China,coal,932.09,604.71
2002,6,Germany,hydro,1859.14,1936.87
1998,9,India,gas,2438.07,1167.91
2024,11,India,oil,3117.65,948.23
2023,2,India,nuclear,1542.52,1720.87
2005,6,Japan,solar,2426.81,1681.05
2007,11,India,hydro,707.64,625.84
2007,6,China,hydro,3107.09,1647.11
2021,6,Brazil,oil,4766.68,233.56
1996,3,Japan,coal,1935.69,1827.42
2012,6,USA,oil,2840.05,1955.41
2012,9,UK,solar,3900.39,888.2
2007,12,Germany,wind,4203.82,1317.57
1996,11,USA,coal,2378.52,1926.98
2013,3,Brazil,coal,4588.56,1376.97
2003,2,Japan,coal,3318.48,1582.4
1994,8,UK,wind,1840.42,424.45
2011,3,India,gas,3482.55,55.8
2011,12,Brazil,wind,4286.46,900.45
1999,5,USA,wind,3385.71,1876.22
2015,5,UK,oil,3521.4,177.31
2004,2,UK,gas,2104.37,405.97
1990,2,USA,gas,4551.87,646.2
2003,6,India,oil,978.85,534.18
2020,2,India,oil,4140.02,431.38
2017,6,Brazil,coal,3118.53,416.92
2023,12,Japan,hydro,1570.15,563.11
2024,12,Germany,hydro,2067.67,1661.64
2012,7,UK,solar,3219.0,1976.02
2008,4,Germany,nuclear,2209.53,1260.28
2007,10,Japan,coal,1995.62,349.79
2004,4,India,oil,895.47,18.39
1990,3,Japan,solar,4733.03,1744.57
2014,1,UK,solar,3273.43,531.39
2015,4,Brazil,solar,4677.59,272.89
2024,3,Germany,hydro,2147.04,625.36
2004,8,Germany,nuclear,4686.64,388.09
1993,5,Germany,hydro,2430.09,1572.92
2004,7,France,gas,3790.96,518.48
1990,3,Japan,wind,1873.56,1204.92
2011,3,UK,wind,4488.41,1164.49
2000,11,Brazil,coal,2656.88,742.62
2015,6,France,solar,987.22,142.67
2016,10,China,coal,2189.82,1123.39
2002,4,China,solar,1276.73,1944.43
1996,8,India,solar,3677.47,534.5
1997,3,UK,solar,265.8,1356.54
2012,5,UK,gas,1063.69,271.11
2015,1,USA,nuclear,1394.27,1090.28
2016,1,Germany,oil,4637.76,1494.9
1998,8,Brazil,solar,1445.17,76.94
2002,7,India,oil,2043.38,1648.35
1996,1,Brazil,gas,4967.41,252.23
2000,6,UK,solar,4415.17,877.87
1999,2,USA,gas,4169.8,742.56
2022,12,USA,solar,744.7,839.1
1992,1,UK,coal,1323.68,1258.83
2018,10,India,hydro,386.43,1116.16
2005,5,India,nuclear,3191.44,1403.98
2005,5,China,nuclear,3332.85,1190.0
1996,2,Brazil,wind,4948.64,1044.73
2004,12,China,solar,2555.61,1418.96
1995,5,India,hydro,844.05,1209.44
2007,7,Brazil,solar,391.26,1540.83
2008,4,USA,oil,735.01,599.6
1991,2,Brazil,nuclear,2109.23,869.57
1992,5,Japan,coal,3286.87,18.03
2014,11,China,gas,1952.43,194.14
2017,6,USA,hydro,3213.24,984.32
2017,8,China,oil,1337.01,85.92
2021,9,USA,solar,569.64,624.46
2012,11,Germany,solar,1280.6,1257.01
1991,10,Brazil,hydro,1220.73,1648.82
1999,8,UK,hydro,710.78,1726.15
1995,7,India,hydro,1666.05,1441.64
1997,9,Germany,coal,3563.66,1016.15
2004,9,India,wind,1896.34,1445.49
2018,6,Brazil,oil,4048.24,1621.92
2017,12,Brazil,gas,4008.63,1982.13
2011,3,France,coal,3890.98,394.78
2023,12,Japan,nuclear,3276.68,222.55
2009,11,USA,hydro,3090.78,699.35
2022,8,China,nuclear,717.07,53.04
2004,3,China,hydro,1219.27,129.2
1996,1,France,hydro,2183.64,1116.14
2013,12,China,oil,2159.09,1080.55
2015,4,France,solar,3044.89,421.83
1999,9,Brazil,gas,1175.69,692.45
2004,8,UK,coal,1294.55,1893.44
2013,6,UK,coal,650.88,147.22
2000,3,Japan,gas,3654.17,352.99
2010,3,India,wind,3765.86,1798.24
2004,7,China,hydro,4733.13,1462.83
2004,5,Germany,nuclear,332.47,1482.25
2003,3,India,wind,1729.17,1782.27
2010,12,UK,solar,2585.95,1669.62
2009,12,UK,oil,4581.92,1293.29
2022,12,China,coal,1103.65,1755.25
1992,1,UK,coal,4247.23,132.55
2012,11,USA,hydro,4587.42,487.94
2012,9,UK,nuclear,3847.2,186.09
2016,11,Japan,coal,496.63,74.56
2024,12,China,wind,4324.74,152.8
2014,12,Brazil,gas,4190.63,687.44
2021,5,India,oil,1366.68,329.13
2011,11,UK,nuclear,2740.7,1045.54
1997,7,Germany,solar,4296.34,48.65
2007,10,France,oil,655.14,1308.96
2017,9,Brazil,oil,3233.27,1959.99
2017,4,Germany,solar,2622.14,1269.21
2000,12,USA,solar,2323.98,50.9
2001,11,India,oil,329.96,1686.91
1991,5,USA,gas,3173.07,123.94
1993,3,Japan,solar,1512.0,275.25
2023,7,USA,gas,3970.39,1703.67
2012,1,Brazil,gas,4994.79,1550.48
2002,8,Brazil,oil,4063.94,1422.56
1996,3,China,gas,967.2,868.24
2021,4,China,hydro,1603.29,770.14
2012,10,China,oil,4337.57,1778.65
1997,4,Germany,hydro,312.88,1018.4
2023,11,UK,coal,742.02,568.36
2018,7,India,wind,4109.79,960.86
2012,12,France,solar,19.21,1385.41
2018,7,China,nuclear,1675.23,1321.26
1994,4,India,coal,3899.33,176.86
2000,6,Brazil,oil,470.37,859.47
2003,8,USA,solar,2157.76,1847.85
1991,10,France,hydro,2515.53,948.21
2024,4,Japan,hydro,3107.88,238.37
2024,1,UK,nuclear,3444.86,1111.62
2017,7,Germany,solar,678.48,1726.36
1997,2,France,oil,1709.63,1490.69
2021,11,India,oil,347.78,733.36
1993,3,UK,wind,4705.17,1893.25
1996,8,India,gas,2408.51,140.12
2016,2,USA,solar,1625.77,827.4
2006,2,China,oil,4247.39,761.62
1999,4,USA,coal,3177.02,1004.31
1993,6,India,hydro,2240.32,168.55
2012,10,Germany,wind,2972.34,1395.21
2003,11,India,wind,4312.23,1598.67
1994,2,Japan,hydro,3448.43,614.82
1991,9,France,gas,4231.49,1486.06
2013,12,Germany,oil,1834.13,388.15
2007,2,Germany,nuclear,3164.1,194.45
2016,9,France,gas,517.75,1742.79
2013,7,India,wind,839.81,1191.65
2018,11,India,solar,1995.6,204.63
2000,3,Germany,solar,4734.48,1242.01
2007,9,India,solar,4206.71,882.24
1993,9,UK,coal,1583.88,1331.62
2022,6,Germany,solar,385.33,1440.51
2003,2,Japan,coal,1183.86,1166.46
2021,7,France,gas,1047.06,603.15
1993,4,Germany,wind,175.3,378.26
2009,4,India,gas,4041.35,782.93
2010,7,USA,solar,4267.89,1224.7
1992,5,UK,wind,1890.05,14.1
2014,1,India,hydro,735.19,1277.31
1993,3,China,gas,549.03,1335.09
2000,7,UK,wind,662.97,1826.89
2005,9,China,hydro,647.78,940.35
1995,9,France,coal,288.34,1055.32
2020,7,France,coal,4671.27,1083.45
2002,5,France,coal,1293.34,1788.68
2012,4,France,hydro,551.33,1555.68
1993,9,UK,gas,3647.04,842.02
2022,6,France,oil,4542.25,621.94
2018,10,Germany,oil,4017.42,172.71
2008,2,Brazil,nuclear,4265.39,1535.17
2009,3,France,nuclear,2738.92,1351.15
2021,7,France,solar,2152.98,536.98
2005,4,Brazil,hydro,3815.13,1021.75
1994,7,UK,gas,4594.3,1529.95
2001,12,India,coal,880.79,24.97
2010,12,France,oil,334.58,1226.0
2003,5,China,nuclear,1975.77,586.17
2011,1,USA,gas,2701.12,794.36
2019,10,China,oil,1513.09,1274.44
2012,3,Japan,gas,3185.03,1595.14
1994,9,Japan,wind,26.51,1959.22
2018,4,Brazil,solar,280.47,1173.45
2019,12,France,coal,3982.23,651.87
2007,5,Germany,hydro,1016.54,537.02
1990,2,Japan,oil,4295.77,1447.68
2006,10,Germany,oil,4944.03,1182.56
1992,11,USA,gas,3668.17,1411.79
1996,8,UK,solar,4172.68,1001.02
2016,1,Japan,gas,2346.58,233.92
2017,11,France,wind,1562.26,1370.09
2020,4,Brazil,gas,3228.89,1100.51
2004,6,UK,wind,850.52,223.18
1997,8,France,solar,933.31,245.48
1995,4,Germany,coal,3757.03,1582.31
2017,2,USA,solar,877.04,1791.85
1993,4,Brazil,oil,4942.85,1980.82
2019,1,Brazil,hydro,3774.86,1127.5
2006,8,Germany,hydro,4567.91,511.91
2023,9,China,hydro,2428.22,1727.83
1995,3,UK,gas,2530.23,318.2
2024,8,China,wind,4118.07,1064.62
2005,9,China,coal,2759.04,189.92
1991,12,India,wind,156.11,1280.22
1997,8,Brazil,gas,2060.01,1894.92
2004,2,UK,solar,3417.05,1858.89
2016,2,Germany,hydro,1464.9,1279.13
2005,10,Germany,coal,156.57,631.81
1990,4,China,gas,3342.1,1754.34
1999,1,Japan,nuclear,4015.59,637.14
